Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guyana,GUY,4.689524312,1.10492581,-12.27865726,11.36028238,10.54101876,5.233273894,4.313621829,1.024827553,6.994386658,4.255456893,3.112850844,-3.317670935,1.244719352,7.702839949,8.483021514,1.536913279,-2.638679661,-1.806188772,-1.835696261,1.733889727,1.49616592,-13.19013449,-6.792386689,-5.028737864,2.399667458,-0.900602237,0.899396594,-3.693533101,-4.916666665,-3.067484664,6.057866185,7.757885776,8.175105493,8.532423167,5.031446558,7.955517541,6.18066561,-1.679104492,2.960151803,-1.363803903,2.279521659,1.132626962,-0.632225388,1.56335211,-1.950957595,5.129609348,7.191236241,1.606001675,3.876525381,3.778200183,5.339378131,5.383623469,3.653504768,1.686027732,0.68752121,3.807918837,3.734374061,4.441013589,5.352627426,43.47955594,19.92722887
Honduras,HND,1.855659321,5.764846041,3.580436708,5.416645571,9.037156489,5.373842271,5.977542858,6.598183245,0.655438847,3.62672094,3.995003607,5.762304882,7.869852503,-1.227641731,2.130681763,10.50069306,10.38388909,5.966211807,5.609926692,0.599354053,-1.222035024,-2.074660895,0.905693884,6.327295761,5.626234849,5.330774418,6.63835598,1.746033807,2.727848929,2.79174895,-3.319308423,6.073687877,6.495718208,0.211903499,6.189304558,1.870776294,4.598083062,3.590233034,-0.735651085,7.291288159,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.892972197,4.842913911,3.84499477,2.653066255,-8.964760184,12.53409602
Haiti,HTI,-2.931980291,7.887575894,-1.892792551,-1.647357369,2.161797861,-0.575786801,-2.117686201,3.181617321,3.811943285,0.651153708,6.480380501,0.977107759,4.755322092,5.779889152,1.122754491,8.43883543,3.708146437,6.208863536,7.560421402,7.374687919,-2.852709711,-3.563745224,0.908181461,0.300917036,0.603631294,-0.497504788,-0.7936487,0.200426837,-2.913424398,1.038122802,1.880544724,-5.309932923,-5.426295992,-11.95062929,9.897707488,4.140773329,2.704713931,2.18184033,2.71024801,0.870059259,-0.342747883,1.051820135,3.480779732,-1.31785676,3.072173377,1.768750603,4.70652994,2.658032308,5.890378948,-5.651511534,5.098213544,0.502424404,4.324784115,1.722565602,2.562508835,1.812468078,2.510271345,1.667810955,-1.684595081,-3.343372612,-1.798239889
Indonesia,IDN,5.740645823,1.841977702,-2.237029984,3.529698148,1.081589467,2.791346825,1.380402805,10.91517857,6.822298249,7.554634515,7.023997197,7.037643208,8.103975535,7.234243817,5.607476636,7.079646018,8.26446281,6.870229008,7.142857143,10,7.878787879,2.247191011,4.395604396,6.842105263,2.463054187,5.769230769,5,5.627705628,7.786885246,7.224334601,6.775817441,6.497506517,6.49640812,7.539971096,8.220007399,7.818187077,4.699878854,-13.12672549,0.791126082,4.920067747,3.643466447,4.499475391,4.780369122,5.030873945,5.692571304,5.500951785,6.345022227,6.0137036,4.628871183,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033069183,5.069785901,5.17429154,5.01928768,-2.065004941,3.691240112
India,IND,3.722742533,2.931127735,5.994353262,7.452950123,-2.63577011,-0.05532877,7.825963031,3.387929176,6.539700299,5.157229737,1.642930375,-0.553301305,3.295521135,1.185336255,9.149912016,1.663103638,7.254764588,5.712532089,-5.238182704,6.735821529,6.006203626,3.47573324,7.288892903,3.820737856,5.254299223,4.776564168,3.965355635,9.627782916,5.947343332,5.533454561,1.056831433,5.482396022,4.75077622,6.658924067,7.57449184,7.549522249,4.049820849,6.184415821,8.845755561,3.840991157,4.823966264,3.803975321,7.860381476,7.922936613,7.923430621,8.060732573,7.660815065,3.08669806,7.861888833,8.497584702,5.241315001,5.456388753,6.386106401,7.410227605,7.996253786,8.256305502,6.795383419,6.453851345,3.73791852,-6.596080522,8.947962669
Italy,ITA,8.207245914,6.203650458,5.609727978,2.797702279,3.26802372,5.984794225,7.178612466,6.544554655,6.098059996,5.268692979,1.818107934,3.690485825,7.125862304,5.500141101,-2.090162915,7.125385137,2.560500845,3.240139752,5.959159426,3.430016414,0.844227607,0.413585695,1.169203495,3.225852315,2.798085767,2.859971864,3.191960628,4.194377308,3.388383454,1.985774943,1.538447558,0.834275454,-0.852805764,2.151023638,2.886836759,1.266784802,1.830212234,1.810615162,1.625727599,3.786955143,1.951371556,0.253942999,0.138626891,1.423594158,0.817848974,1.790639681,1.48707298,-0.962012841,-5.280937208,1.713295839,0.707333347,-2.980905768,-1.841065451,-0.004547542,0.778304351,1.293462732,1.667859041,0.925810941,0.500233913,-9.025668928,6.64379019
Japan,JPN,12.04353641,8.908972996,8.473642383,11.6767082,5.819707873,10.63856156,11.08214232,12.88246814,12.47789451,2.454958384,4.698992042,8.413547255,8.032599975,-1.225239828,3.091575916,3.974984091,4.39033795,5.271941503,5.484041832,2.817591208,4.260624493,3.279742743,3.630198572,4.410880154,5.159807905,3.294047613,4.648861398,6.661636522,4.925785413,4.840929057,3.523357235,0.900586066,-0.459219716,1.083383174,2.630999616,3.133870993,0.981228732,-1.270330495,-0.333929958,2.764647551,0.386103426,0.041962499,1.535125499,2.186115694,1.803900872,1.372350128,1.483969412,-1.224289001,-5.693236359,4.097917919,0.023809524,1.374750999,2.005100177,0.296205514,1.560626697,0.753826746,1.675331752,0.584068067,-0.240350841,-4.506904542,1.620795525
Kenya,KEN,-7.774634904,9.457358741,8.778340216,4.964467288,2.009094171,14.7285664,3.361232033,7.982689969,7.959224459,-4.655446916,22.17389193,17.08242935,5.89658021,4.065617349,0.882203175,2.153964503,9.453797844,6.912493546,7.615226046,5.591976206,3.773544194,1.506478258,1.309050241,1.755216977,4.300561819,7.177555391,5.937107444,6.203183823,4.690348768,4.192050972,1.438346792,-0.799493959,0.353197256,2.632784518,4.406216525,4.146839269,0.474901921,3.290213722,2.305388595,0.599695391,3.779906498,0.54685953,2.932475546,5.104299776,5.90666608,6.4724943,6.85072977,0.232282745,3.306939816,8.058473603,5.12110612,4.568679614,3.797848393,5.020111002,4.967721128,4.213517068,3.837958174,5.647946407,5.114158858,-0.250155705,7.517355387
"Korea, Rep.",KOR,6.935992652,3.895272531,9.020568283,9.473824718,7.31843358,11.99395661,9.079606554,13.16576829,14.5613667,10.05273481,10.54551355,7.214360722,14.89832266,9.511835434,7.839933338,13.2214478,12.3359822,10.9529857,8.671226707,-1.64568764,7.246176285,8.338078087,13.37617449,10.55164035,7.838864022,11.3272612,12.72369212,11.98771556,7.072893605,9.877552502,10.77805613,6.198642798,6.877474129,9.268666338,9.614565393,7.890703326,6.170552427,-5.129448165,11.46694243,9.060833325,4.852399572,7.725142675,3.147291194,5.197391363,4.308542714,5.264326595,5.799548415,3.012984873,0.79269899,6.804824918,3.685667782,2.402530992,3.164708636,3.202453795,2.809103268,2.946881715,3.15963574,2.907403774,2.24397786,-0.852031429,4.021158473
Lesotho,LSO,1.864795166,15.33181433,10.61506999,8.251118124,2.154105568,-0.405521388,10.91206152,-0.367120039,1.547536691,2.177071169,5.113717713,-0.202708347,26.40488106,10.98008895,-13.51349756,11.04912916,21.80903497,18.31687489,2.893918778,-2.74477924,0.694638144,4.45720389,1.986165353,5.534897826,2.61024933,4.684856037,0.72972822,8.601919079,5.795244408,6.045473329,6.966607114,6.956364957,3.509766478,5.979873128,3.290938546,5.597035759,3.703603596,1.53765564,0.476025102,3.875546814,3.561582191,0.723835961,4.559776811,1.692374206,3.466122481,4.230094854,4.187914418,5.522028201,-1.255514626,5.266280653,4.614252238,6.334821701,1.792531445,1.710544004,3.127557724,3.588364597,-3.141949946,-1.223137311,2.401781154,-7.556733624,1.015870819
Luxembourg,LUX,3.829983122,1.358677671,3.43910854,7.865828819,-0.734933604,1.105904112,0.216730812,4.183872427,9.972857943,11.09445281,2.667233586,6.598198478,8.312668568,4.212474778,-6.571372925,2.534333945,1.569771442,4.074972055,2.345611433,0.840882984,-0.55095552,1.13130294,2.989075997,6.18693701,2.791704465,9.983939163,3.950974534,8.463282944,9.798065358,5.319931127,8.644188024,1.819652452,4.200650703,3.820920195,1.432199989,1.398074483,5.419833294,6.67451219,8.175181563,6.938130249,3.074354999,3.2254169,2.619378579,4.231891307,2.482874748,6.016715044,8.098667607,-0.300176194,-3.238954027,3.760413593,1.044298695,1.64990203,3.171790499,2.623086016,2.269784484,4.978190437,1.317187663,2.00437712,3.283806756,-1.776240229,6.886567708
Madagascar,MDG,2.048632751,2.271069701,-0.929401623,3.962518847,-0.452253863,2.064552408,5.52856561,6.828786098,3.721222168,5.276455575,3.929365031,-1.272621531,-2.61847833,2.00687938,1.258691635,-3.068858391,2.364000358,-2.661805964,9.854650294,0.952707585,-9.800000001,-1.9,0.899999999,1.760181943,1.156344139,1.960224882,1.174913261,3.40692921,4.074880657,3.12890505,-6.306351591,1.180884942,2.099923187,-0.042101301,1.678592317,2.154204476,3.693492616,3.917074599,4.699227044,4.456858938,5.980235764,-12.4079711,9.784892121,5.257003621,4.755845097,5.39850845,5.710564197,6.712632542,-3.978708613,0.619239746,1.578427051,3.011148115,2.300376232,3.339203113,3.132298073,3.993146064,3.933307595,3.20001288,4.4,-7.14061,4.40234
Mexico,MEX,5.000000001,4.664414673,8.106886928,11.90548077,7.099999997,6.096139303,5.854924879,9.423278818,3.418620024,6.502484035,3.762467685,8.228807312,7.861119861,5.77682723,5.744485049,4.417444136,3.390639707,8.956942328,9.698170137,9.233251985,8.525606663,-0.520808042,-3.486421803,3.410814136,2.187693116,-3.078955376,1.722439312,1.283260997,4.10550933,5.175768387,4.214754839,3.541102416,1.941155848,4.941080676,-6.291230821,6.773258694,6.846852279,5.163925168,2.753554247,4.942453715,-0.404390127,-0.039844481,1.446382684,3.92059081,2.307807066,4.495077894,2.291445714,1.143584587,-5.285744137,5.118118143,3.66300793,3.642322679,1.354091962,2.849773255,3.293151528,2.630532425,2.113129135,2.194994725,-0.185906788,-8.16735801,4.797191749
Malawi,MWI,7.639597856,0.668364744,-1.391078518,2.661103268,13.61649342,13.24903632,7.281549943,-1.923079168,5.882359893,0.479297978,16.21856363,6.231349011,2.300661571,7.175963618,6.086823806,4.997731242,4.918031369,9.745068031,4.396153736,0.406746413,-5.290119215,2.503453811,3.718709051,5.360304095,4.570982304,-0.21480252,1.625239182,3.177291279,1.344689707,5.692294496,8.730231826,-7.332978137,9.691840273,-10.24018174,16.72881759,7.316681512,3.792419098,3.89525363,3.042278092,1.576077837,-4.974963848,1.700000015,5.705639436,5.420497695,3.268725825,4.699999993,9.600000005,7.639736775,8.328110275,6.874065633,4.854055111,1.885799508,5.199999996,5.700000005,2.8,2.484040626,4.000030516,4.391688296,5.448181336,0.799998331,2.751416408
Malaysia,MYS,7.597994,6.421029609,7.338803527,5.35896291,7.684863475,7.816711026,3.857146492,7.977994642,4.888533653,5.98653863,10.03466058,9.388444991,11.70108161,8.318661974,0.801068092,11.56348978,7.75305838,6.653892215,9.349099931,7.441826779,6.942104201,5.943152458,6.252230811,7.761790122,-1.025250253,1.240594928,5.191932113,9.937719677,9.059600867,9.008527138,9.545467414,8.885117978,9.894943334,9.212041793,9.829085197,10.00270069,7.32274185,-7.359415188,6.137612011,8.85886817,0.517675319,5.390988307,5.788499286,6.783437724,5.332139161,5.584847067,6.298785927,4.831769889,-1.513528716,7.424847383,5.293912834,5.473454193,4.693722526,6.006721946,5.091532422,4.449781398,5.81272241,4.843086976,4.439438251,-5.646939932,3.132589661
North America,NAC,2.301158979,6.099187788,4.398366175,5.802522229,6.399181929,6.503862137,2.505682582,4.798429531,3.100191028,-0.279733868,3.293439184,5.256811466,5.643274146,-0.539750472,-0.203178575,5.390255215,4.624937449,5.532759404,3.165534995,-0.251882517,2.53761862,-1.805120721,4.582320568,7.232557439,4.1661662,3.464350096,3.459411416,4.176994847,3.670874776,1.884971585,-0.110054574,3.520633369,2.751906115,4.027118948,2.685027006,3.772002838,4.447247481,4.360208617,4.735621724,4.138427139,0.989094199,1.816968489,2.869688287,3.85630695,3.592531627,2.886139206,2.374144255,0.19032007,-2.627118134,2.736368762,1.673279935,2.236265126,1.879791747,2.332052952,2.541510234,1.61424654,2.317497511,2.906563164,2.256015298,-3.54907147,5.584548978
Niger,NER,4.546393037,10.2787135,9.42822932,0.131039891,6.919761818,-0.382497199,0.122868672,0.383494663,-5.485945813,3.055778922,5.67932064,-5.166272303,-17.04758357,8.775238049,-2.793193436,0.678203402,7.764581119,13.47261233,7.14699607,-2.455036129,-0.177666071,2.17446022,-3.863627907,-16.81983511,7.71812745,6.352137303,0.08828136,6.871150137,0.957045973,-1.308478285,-0.4394891,2.000752361,0.321655474,1.854778791,2.457244122,0.100530504,1.527475711,9.972614956,-0.219562518,-1.208477741,7.268134902,4.918470576,2.170610384,0.363801579,7.331868843,5.931049974,3.142724084,7.731414228,1.962600907,8.578166743,2.357756936,10.54894458,5.315130634,6.642136655,4.392648832,5.740893151,5.001359945,7.210803008,5.941396863,3.580006403,1.352053749
Nigeria,NGA,0.19179549,4.102992589,8.578618915,4.950488666,4.884976834,-4.250514184,-15.74362821,-1.248360246,24.19738395,25.00724193,14.23753156,3.364262035,5.392760484,11.16067455,-5.227747555,9.042351726,6.02411785,-5.764158394,6.759430935,4.204831044,-13.12788049,-6.803388815,-10.92408503,-1.115623217,5.913027459,0.060945274,3.200125467,7.334025488,1.919381296,11.77688593,0.358352603,4.631192947,-2.035118776,-1.814924483,-0.072664767,4.195924045,2.93709942,2.581254103,0.584126895,5.015934757,5.917684652,15.32915574,7.34719497,9.250558228,6.438516525,6.059428031,6.591130361,6.764472778,8.036925102,8.005655915,5.307924204,4.230061175,6.671335393,6.309718656,2.652693295,-1.61686895,0.80588662,1.922757342,2.208429277,-1.794253082,3.647186541
Nicaragua,NIC,7.497743398,10.89079833,10.86547925,11.69847903,9.525155826,3.301136399,6.969513825,1.342960053,6.237703908,1.35382659,3.3047565,2.220722892,6.417013974,14.1924251,-0.153246894,5.209454498,8.36848053,-7.838800371,-26.47878887,4.61173228,5.363290189,-0.816361919,4.613211627,-1.566093913,-4.081851487,-1.017309161,-0.706352942,-12.44982204,-1.738216331,-0.052499721,-0.1892815,0.386346537,-0.392935931,3.337725997,5.911907957,6.344268385,3.966650977,3.711681465,7.035970468,4.101590236,2.960843427,0.753938858,2.520732892,5.312170612,4.282398363,4.153199566,5.076701701,3.436373829,-3.292789619,4.409645499,6.317476383,6.495258014,4.927502861,4.78581617,4.792056766,4.563515388,4.630795521,-3.363705717,-3.779889144,-1.789407999,10.34492902
Netherlands,NLD,0.295546673,6.843507321,3.62462153,8.274903931,8.643094936,2.741104335,5.280014747,6.41613404,6.429449078,6.140181648,4.316980365,3.533874409,5.444222985,3.438717861,0.002028862,4.456309652,2.520440279,2.696246964,2.014166128,1.341914136,-0.783611707,-1.240756593,2.069957888,3.061679182,2.580179771,2.786975737,1.931248685,3.441218861,4.420117896,4.183222986,2.439134408,1.706070897,1.257552158,2.961092569,3.116035986,3.498742121,4.329053405,4.66391716,5.034048152,4.195642498,2.326955087,0.217273595,0.155645898,1.984945714,2.050876108,3.460988954,3.772842521,2.170324851,-3.666883937,1.342739336,1.551189312,-1.030353991,-0.130175288,1.423395395,1.959169721,2.191713719,2.910902513,2.360915095,1.955588416,-3.798635993,5.035902024
Norway,NOR,6.27333551,2.813945138,3.785043084,5.009650987,5.285608801,3.786513255,6.256079006,2.259875528,4.504611456,1.943300505,5.672407475,5.330625916,4.532918846,3.923010202,4.952147785,5.825393459,4.160747322,3.869406251,4.372459927,4.564648356,1.598274364,0.235354478,3.972808814,6.052403165,5.553358964,4.042252621,1.753400789,-0.255347258,1.038289969,1.932419827,3.084721395,3.574395539,2.845324367,5.055427388,4.155491334,5.027947172,5.284592985,2.624426222,2.012863289,3.204979222,2.074790394,1.44625414,0.910105664,3.96941456,2.625419938,2.399828426,2.994287714,0.476345013,-1.727020309,0.701833824,0.981434479,2.703109471,1.034072914,1.969544301,1.967128438,1.071558977,2.323290208,1.118828479,0.745798219,-0.717182669,3.92266521
Nepal,NPL,1.908265972,1.910320031,1.895111645,7.532448553,-1.203189018,7.040643145,-1.5714975,0.675483463,4.463421603,2.575992127,-1.195383302,3.117800364,-0.476536268,6.333590372,1.456470709,4.398536178,3.016973442,4.405741389,2.368877795,-2.319394205,8.341974135,3.779374654,-2.977405857,9.681130016,6.144905237,4.565650546,1.695618266,7.696808711,4.329647933,4.635036347,6.368150405,4.106406605,3.849850027,8.216002705,3.468451889,5.328284176,5.048612536,3.016389481,4.412573275,6.199999985,4.799892146,0.120143179,3.945037761,4.682603249,3.479181044,3.364614787,3.411560275,6.104639147,4.533078721,4.816414651,3.421828238,4.670122149,3.525153174,6.011482841,3.976053274,0.433113718,8.977279354,7.622376108,6.657055428,-2.369620627,4.246940141
Pakistan,PAK,5.987346419,4.482858627,8.688831518,7.569757449,10.41936582,5.789951801,5.400612597,7.233220925,5.507899634,11.35346172,0.468372549,0.813406405,7.064263857,3.540191713,4.211415631,5.15618959,3.947698287,8.048533619,3.758435569,10.21570404,7.920763572,6.5374868,6.778378339,5.065205605,7.592114699,5.501653664,6.452343025,7.62527878,4.959768894,4.458586815,5.061567755,7.705897823,1.757747698,3.737415553,4.962609149,4.846581284,1.014396014,2.550234296,3.660132743,4.260088011,3.554418216,2.508337724,5.777033992,7.546860015,6.518778074,5.898984441,4.832817277,1.701405465,2.831658519,1.606688629,2.748405917,3.50703342,4.396456633,4.674707981,4.731147475,5.526735845,4.432625907,6.151702611,2.497636929,-1.329519732,6.029752083
Panama,PAN,10.92659484,8.24473682,8.538788799,4.432130368,9.160036262,7.581401883,8.552931179,6.977388624,8.441389169,6.959226108,9.616137578,4.582812505,5.364310217,2.448319562,1.74091944,1.66446136,1.094025891,9.792643918,4.51475108,13.08448173,9.206809454,5.348456438,-4.491364346,2.709473773,4.942233652,3.567788228,-1.809055481,-13.37984378,1.562247005,8.098993006,9.419005562,8.201680334,5.455744436,2.850146814,1.751678757,4.079703206,6.46099044,7.341500703,3.917206589,2.715374155,0.574272791,2.229149417,4.205495945,7.522079658,7.191279402,8.652465611,11.98398539,9.855654852,1.242992318,5.827993494,11.31362591,9.778827683,6.903436783,5.066613016,5.73269035,4.953434943,5.591328224,3.685344522,2.979715328,-17.9448641,15.33581906
Peru,PER,7.347096331,10.03529333,4.328249818,6.54786765,5.621733449,8.238920446,3.852564408,0.152237711,3.514458913,3.365946003,4.590539928,3.477535123,6.276934756,9.386834919,4.300863165,1.447110995,0.349063699,-2.642502979,4.090750574,5.943335398,5.552041815,-0.222723444,-10.4080858,3.608286538,2.061132066,9.425962361,9.726146431,-9.441273446,-12.31204145,-4.982563536,2.219259103,-0.540509125,5.243577008,12.30836618,7.411395047,2.798973079,6.476824421,-0.391537556,1.494910643,2.694371398,0.617892326,5.453528938,4.165023137,4.958203206,6.285060325,7.528899044,8.518387769,9.126568301,1.095823659,8.332459107,6.327192402,6.139724706,5.852518211,2.382157372,3.252244772,3.953318715,2.518835442,3.969351341,2.240631769,-10.95269893,13.34950908
Philippines,PHL,5.69547095,4.846294189,7.016265184,3.402494436,5.345089329,4.441158534,5.222687589,5.038159397,4.689473441,3.692487487,5.389008416,5.430387494,8.782009122,3.394606379,5.45110287,8.778403331,5.562970252,5.19238453,5.595571076,5.200711079,3.422208738,3.698406099,1.89695179,-7.039378201,-6.858377209,3.51068403,4.361809673,6.696931105,6.183918203,3.082672529,-0.436390081,0.417629066,2.181889986,4.373665918,4.625225117,5.860347872,5.186411674,-0.5140906,3.346451184,4.382504833,3.04923151,3.716255002,5.086911135,6.569228512,4.942505119,5.316416821,6.51929155,4.344487305,1.448323063,7.33449996,3.858232828,6.896951711,6.750531301,6.347987483,6.348309717,7.14945675,6.930988326,6.341485572,6.118525662,-9.518294741,5.703155968
Papua New Guinea,PNG,6.181111721,6.374099316,4.072521771,8.570281529,10.26851981,5.813757981,4.070461475,4.359590251,8.273457948,10.84280578,6.295192567,5.643553371,6.529264832,2.610532593,-0.879884165,-3.388448614,0.834815601,8.549859334,1.832395515,-2.303451201,-0.274829572,0.352944289,3.223163064,-0.354726452,4.000190344,4.693057069,2.770494832,2.909240484,-1.419579884,-3.012169222,9.54689771,13.84908527,18.20228595,5.94210906,-3.312448778,7.733695798,-3.904389656,-3.769113218,1.855553994,-2.494841993,-0.121288606,-0.158900533,2.164102502,2.721175741,6.344795923,5.409944091,7.815189229,-0.296457846,6.800421483,10.12845407,1.107543626,4.657119597,3.824946328,13.54377062,6.578356323,5.489573153,3.534610818,-0.279252285,4.480430622,-3.499999987,1.5
Portugal,PRT,5.534903476,6.614447769,5.873702116,6.310747383,7.46898853,4.077909434,7.544482529,8.875509234,2.120741162,12.61260546,6.631653,8.015695702,11.20067201,1.142859324,-4.347630545,6.900230414,5.602597313,2.815966153,5.638937823,4.589339924,1.618104215,2.135375078,-0.173113548,-1.879979089,2.807438851,4.14095568,6.381394135,7.489108289,6.44063924,3.950522763,4.368206463,1.089476408,-2.043276532,0.964837925,4.28278046,3.504247069,4.400867754,4.807962976,3.90657744,3.816178063,1.943672296,0.770924024,-0.930521193,1.788735682,0.781848216,1.625034176,2.506579646,0.319247925,-3.12207942,1.737625476,-1.696164781,-4.057293608,-0.922644675,0.792190302,1.792046046,2.019485396,3.506345285,2.849325934,2.682759409,-8.442455971,4.881210103
Paraguay,PRY,6.900285514,3.300258516,4.71029134,4.212477359,6.167974756,1.991503335,9.150367204,4.527073842,4.701151408,5.553425733,5.538151943,6.631297476,7.302812907,8.381525437,6.852444714,7.525949531,11.4940816,12.02872995,11.86214697,11.71214594,9.170458849,-1.397617718,-3.042617885,2.816599446,4.523135678,4.964835666,7.582304376,5.915372066,6.935203911,4.123282879,3.493650155,1.696428011,4.936359415,5.31791766,6.822810304,1.573785132,4.242516103,0.068037756,-1.366079712,-2.314140568,-0.834054717,-0.021404395,4.320745486,4.057418364,2.133490665,4.807117193,5.421622872,6.49629212,-0.261137328,11.09523127,4.286371207,-0.708043112,8.293076489,5.301238592,2.957151735,4.268025833,4.810078856,3.204250341,-0.401855101,-0.819785391,4.199881666
Rwanda,RWA,-4.297526047,11.33379837,-9.820444413,-12.46499268,7.009529255,7.008910823,6.91601751,7.013780928,11.00737015,6.001425247,1.206640701,0.263068267,3.438088141,1.409823574,-2.113825424,19.50457717,1.994109481,9.150840816,11.86990804,8.95161233,5.436199479,1.810846447,5.980349934,-4.240773278,4.402748333,5.472137488,-0.024036109,4.498824993,-0.036534273,-2.399291098,-2.514379653,5.872725238,-8.108691877,-50.2480671,35.22407831,12.74569576,13.84975249,8.858669491,4.351888326,8.37091824,8.484519453,13.1920781,2.20240272,7.447679676,9.377899425,9.227047579,7.633311061,11.16124324,6.248259929,7.334656108,7.958385719,8.641520625,4.719836864,6.167167721,8.856861325,5.970744298,3.976289694,8.579437537,9.460597561,-3.35885332,10.88451916
Sudan,SDN,0.022391334,6.915842154,-2.846971681,-1.120449118,6.777074073,-3.575147485,1.424081283,1.963220823,1.389350491,5.925074716,2.2473141,-5.070986479,0.63219525,11.44528914,15.71346645,16.66521974,6.223853782,-5.930986721,-5.01859933,1.524310148,7.437563656,5.958666433,2.062501695,-5.008906769,-6.281043581,5.413811012,14.2208846,-0.331091818,8.931393688,-5.470053776,7.510910271,6.577861381,4.56874927,1.00622878,5.997092322,5.919124197,18.31265719,4.308504255,3.104095615,6.34586744,6.500360534,6.006471536,6.288808161,5.140888518,5.643515513,6.531411747,5.735274237,3.846744731,-2.767704366,3.858241952,-3.213532093,-17.0046884,1.955144633,4.661379542,1.910176891,3.467642184,0.709256285,-2.68093055,-2.178251045,-3.629805626,0.114588214
Senegal,SEN,2.993448256,-0.136235361,1.864478569,3.883927102,1.332189491,2.876760975,-1.219792865,6.290773531,-6.554142923,8.562045515,-0.14044944,6.383208916,-5.583240108,4.200775526,7.535662599,8.920503704,-2.682905305,-3.95393126,7.001685613,3.987761972,5.18022967,8.010384371,-5.647460281,3.935842443,3.463084465,3.126985549,6.255863407,-0.816575488,3.973783315,-0.746282224,2.659962657,1.320233037,1.360213007,-0.047520949,5.468584858,2.019977209,3.045601035,5.898479318,6.28330825,3.887210958,4.310851466,0.068696575,5.593950945,4.643293937,4.310238526,2.330770983,2.827119201,3.703169064,2.752104485,3.390889253,1.33409108,4.002995551,2.412385276,6.224074438,6.367043651,6.369684417,7.393737497,6.209241034,4.613628097,1.325505141,6.064495968
Singapore,SGP,8.137529508,7.553444181,10.04017331,-3.103168156,7.834260465,10.18009531,12.50861275,13.52699422,13.83382512,13.942003,12.41343716,13.31556261,10.60300302,6.117404371,3.988738626,7.437166818,6.852442394,7.777181954,9.55444874,10.11337211,10.8159233,7.102144849,8.554482106,8.792286239,-0.62270165,1.342810414,10.79793247,11.26359213,10.15882864,9.820899557,6.68839754,6.639805569,11.45965088,11.09568931,7.175401121,7.47139086,8.316209111,-2.191015006,5.718371757,9.038316326,-1.070862751,3.923360767,4.548255426,9.939982684,7.366322393,9.006766079,9.021519513,1.863483455,0.127953383,14.51974971,6.214934169,4.435497594,4.817630991,3.935540277,2.976799316,3.56169799,4.661435049,3.661304994,1.095672567,-4.143105621,7.613962615
Sierra Leone,SLE,1.80904355,4.540967064,1.699715173,6.685238791,7.180155792,1.699999998,0.036281553,2.019923833,8.525446802,8.62049324,3.465916492,0.90023465,2.25661825,3.49982832,1.669216524,-0.449176342,0.04667581,2.406332166,4.511265607,4.843503756,2.881428565,4.781755535,-2.102801617,4.093034267,-5.311340498,1.236046911,7.231268731,-7.08,0.729999999,3.349997984,2.351960645,-19.01290963,1.374549379,-1.947384335,-7.999753286,1.753821399,-5.877082015,1.785014281,-1.979285588,6.652727885,-6.345455153,26.4173166,9.313120969,6.59794486,4.505095672,4.223914279,8.058145152,5.39828521,3.188051216,5.346466052,6.315045036,15.18176908,20.71576829,4.556772366,-20.59877072,6.055474029,4.192610074,3.46460214,5.254241203,-1.96894782,3.050202695
Suriname,SUR,4.799999998,3.900000001,5.6,6.499999999,12,19.2,12.1,7.6,4.499999999,2.7,3.9,-0.6,-1.8,0.4,2.800000001,8.8,10.2,6.599999997,-0.599999997,-8.8,7.099999999,-4.2,-3.9,-1.9,2,0.800000001,-6.2,7.799999999,4.2,-4.500000001,2.699999134,0.400000009,-6.69999815,3.399998897,0,1.000001223,5.699997683,2.300001651,-1.40000047,2.099998868,4.200000421,2.800000689,6.299999433,8.500000185,4.500000211,5.793543585,5.111487778,4.143406812,3.013698983,5.168825152,5.849367672,2.690349747,2.933441652,0.255503032,-3.411096013,-4.915786469,1.567191065,4.948270766,1.098467778,-15.90795119,-3.478664193
Sweden,SWE,5.68129281,4.259047228,5.327933788,6.8211645,3.821507586,2.090844289,3.365388583,3.638505664,5.009075215,7.28920626,0.944646246,2.288738794,3.967981154,3.198195646,2.552862643,1.058104877,-1.596258566,1.75154805,3.840003477,1.699971439,0.454830417,1.248664679,1.90063873,4.229535245,2.160373746,2.691323173,3.353842984,2.559038665,2.654806927,0.754674769,-1.145974869,-1.15859276,-2.06561637,3.929972837,3.935192926,1.579456406,3.070526593,4.311836353,4.247184144,4.766348871,1.449498618,2.196921062,2.30981059,4.336856154,2.85880324,4.662773552,3.439221776,-0.450559257,-4.339790575,5.952107008,3.195333235,-0.588304569,1.187775716,2.657798275,4.489281588,2.070593151,2.567924525,1.950022846,1.986195874,-2.94418192,4.800611582
